itemId,itemName,category,abcClass,date,openingStock,received,consumption,closingStock,msl
ITEM-0064,Product 64,Chemicals,C,2025-02-26,144,16,7,153,145
ITEM-0064,Product 64,Chemicals,C,2025-02-27,133,26,43,116,145
ITEM-0064,Product 64,Chemicals,C,2025-02-28,272,3,14,261,145
ITEM-0064,Product 64,Chemicals,C,2025-03-01,169,26,43,152,145
ITEM-0064,Product 64,Chemicals,C,2025-03-02,191,4,13,182,145
ITEM-0064,Product 64,Chemicals,C,2025-03-03,290,6,29,267,145
ITEM-0064,Product 64,Chemicals,C,2025-03-04,127,11,15,123,145
ITEM-0064,Product 64,Chemicals,C,2025-03-05,226,12,26,212,145
ITEM-0064,Product 64,Chemicals,C,2025-03-06,233,14,34,213,145
ITEM-0064,Product 64,Chemicals,C,2025-03-07,270,6,34,242,145
ITEM-0064,Product 64,Chemicals,C,2025-03-08,224,18,49,193,145
ITEM-0064,Product 64,Chemicals,C,2025-03-09,160,5,19,146,145
ITEM-0064,Product 64,Chemicals,C,2025-03-10,218,25,31,212,145
ITEM-0064,Product 64,Chemicals,C,2025-03-11,172,19,38,153,145
ITEM-0064,Product 64,Chemicals,C,2025-03-12,196,14,49,161,145
ITEM-0064,Product 64,Chemicals,C,2025-03-13,166,18,21,163,145
ITEM-0064,Product 64,Chemicals,C,2025-03-14,264,1,20,245,145
ITEM-0064,Product 64,Chemicals,C,2025-03-15,231,17,42,206,145
ITEM-0064,Product 64,Chemicals,C,2025-03-16,265,8,12,261,145
ITEM-0064,Product 64,Chemicals,C,2025-03-17,251,6,48,209,145
ITEM-0064,Product 64,Chemicals,C,2025-03-18,283,1,0,284,145
ITEM-0064,Product 64,Chemicals,C,2025-03-19,246,3,13,236,145
ITEM-0064,Product 64,Chemicals,C,2025-03-20,244,17,39,222,145
ITEM-0064,Product 64,Chemicals,C,2025-03-21,256,24,19,261,145
ITEM-0064,Product 64,Chemicals,C,2025-03-22,163,27,7,183,145
ITEM-0064,Product 64,Chemicals,C,2025-03-23,288,22,20,290,145
ITEM-0064,Product 64,Chemicals,C,2025-03-24,274,4,7,271,145
ITEM-0064,Product 64,Chemicals,C,2025-03-25,130,9,39,100,145
ITEM-0064,Product 64,Chemicals,C,2025-03-26,141,8,39,110,145
ITEM-0064,Product 64,Chemicals,C,2025-03-27,260,16,34,242,145
ITEM-0064,Product 64,Chemicals,C,2025-03-28,166,20,14,172,145
ITEM-0064,Product 64,Chemicals,C,2025-03-29,205,7,16,196,145
ITEM-0064,Product 64,Chemicals,C,2025-03-30,180,17,48,149,145
ITEM-0064,Product 64,Chemicals,C,2025-03-31,145,8,36,117,145
ITEM-0064,Product 64,Chemicals,C,2025-04-01,212,18,33,197,145
ITEM-0064,Product 64,Chemicals,C,2025-04-02,173,16,2,187,145
ITEM-0064,Product 64,Chemicals,C,2025-04-03,192,13,13,192,145
ITEM-0064,Product 64,Chemicals,C,2025-04-04,280,0,34,246,145
ITEM-0064,Product 64,Chemicals,C,2025-04-05,226,3,28,201,145
ITEM-0064,Product 64,Chemicals,C,2025-04-06,175,16,32,159,145
ITEM-0064,Product 64,Chemicals,C,2025-04-07,270,25,49,246,145
ITEM-0064,Product 64,Chemicals,C,2025-04-08,250,26,33,243,145
ITEM-0064,Product 64,Chemicals,C,2025-04-09,132,26,30,128,145
ITEM-0064,Product 64,Chemicals,C,2025-04-10,269,25,15,279,145
ITEM-0064,Product 64,Chemicals,C,2025-04-11,124,11,39,96,145
ITEM-0064,Product 64,Chemicals,C,2025-04-12,264,11,15,260,145
ITEM-0064,Product 64,Chemicals,C,2025-04-13,189,18,19,188,145
ITEM-0064,Product 64,Chemicals,C,2025-04-14,243,2,26,219,145
ITEM-0064,Product 64,Chemicals,C,2025-04-15,126,8,29,105,145
ITEM-0064,Product 64,Chemicals,C,2025-04-16,167,0,36,131,145
ITEM-0064,Product 64,Chemicals,C,2025-04-17,284,3,48,239,145
ITEM-0064,Product 64,Chemicals,C,2025-04-18,193,7,26,174,145
ITEM-0064,Product 64,Chemicals,C,2025-04-19,193,6,26,173,145
ITEM-0064,Product 64,Chemicals,C,2025-04-20,225,29,7,247,145
ITEM-0064,Product 64,Chemicals,C,2025-04-21,172,17,41,148,145
ITEM-0064,Product 64,Chemicals,C,2025-04-22,246,10,46,210,145
ITEM-0064,Product 64,Chemicals,C,2025-04-23,136,14,2,148,145
ITEM-0064,Product 64,Chemicals,C,2025-04-24,213,5,46,172,145
ITEM-0064,Product 64,Chemicals,C,2025-04-25,275,15,13,277,145
ITEM-0064,Product 64,Chemicals,C,2025-04-26,231,25,48,208,145
ITEM-0064,Product 64,Chemicals,C,2025-04-27,250,15,49,216,145
ITEM-0064,Product 64,Chemicals,C,2025-04-28,152,9,9,152,145
ITEM-0064,Product 64,Chemicals,C,2025-04-29,151,27,25,153,145
ITEM-0064,Product 64,Chemicals,C,2025-04-30,254,16,19,251,145
ITEM-0065,Product 65,Chemicals,A,2025-02-01,355,2,45,312,244
ITEM-0065,Product 65,Chemicals,A,2025-02-02,242,19,11,250,244
ITEM-0065,Product 65,Chemicals,A,2025-02-03,295,1,43,253,244
ITEM-0065,Product 65,Chemicals,A,2025-02-04,215,9,16,208,244
ITEM-0065,Product 65,Chemicals,A,2025-02-05,231,18,21,228,244
ITEM-0065,Product 65,Chemicals,A,2025-02-06,271,23,0,294,244
ITEM-0065,Product 65,Chemicals,A,2025-02-07,274,24,35,263,244
ITEM-0065,Product 65,Chemicals,A,2025-02-08,372,1,30,343,244
ITEM-0065,Product 65,Chemicals,A,2025-02-09,360,9,11,358,244
ITEM-0065,Product 65,Chemicals,A,2025-02-10,308,28,44,292,244
ITEM-0065,Product 65,Chemicals,A,2025-02-11,363,19,22,360,244
ITEM-0065,Product 65,Chemicals,A,2025-02-12,356,2,25,333,244
ITEM-0065,Product 65,Chemicals,A,2025-02-13,300,28,19,309,244
ITEM-0065,Product 65,Chemicals,A,2025-02-14,322,24,39,307,244
ITEM-0065,Product 65,Chemicals,A,2025-02-15,252,17,7,262,244
ITEM-0065,Product 65,Chemicals,A,2025-02-16,382,26,5,403,244
ITEM-0065,Product 65,Chemicals,A,2025-02-17,356,25,36,345,244
ITEM-0065,Product 65,Chemicals,A,2025-02-18,218,29,38,209,244
ITEM-0065,Product 65,Chemicals,A,2025-02-19,286,8,6,288,244
ITEM-0065,Product 65,Chemicals,A,2025-02-20,223,3,25,201,244
ITEM-0065,Product 65,Chemicals,A,2025-02-21,237,8,13,232,244
ITEM-0065,Product 65,Chemicals,A,2025-02-22,358,23,44,337,244
ITEM-0065,Product 65,Chemicals,A,2025-02-23,368,8,6,370,244
ITEM-0065,Product 65,Chemicals,A,2025-02-24,320,25,34,311,244
ITEM-0065,Product 65,Chemicals,A,2025-02-25,225,2,20,207,244
ITEM-0065,Product 65,Chemicals,A,2025-02-26,292,9,20,281,244
ITEM-0065,Product 65,Chemicals,A,2025-02-27,246,26,45,227,244
ITEM-0065,Product 65,Chemicals,A,2025-02-28,265,1,5,261,244
ITEM-0065,Product 65,Chemicals,A,2025-03-01,242,0,39,203,244
ITEM-0065,Product 65,Chemicals,A,2025-03-02,281,4,28,257,244
ITEM-0065,Product 65,Chemicals,A,2025-03-03,273,8,19,262,244
ITEM-0065,Product 65,Chemicals,A,2025-03-04,326,0,24,302,244
ITEM-0065,Product 65,Chemicals,A,2025-03-05,292,15,33,274,244
ITEM-0065,Product 65,Chemicals,A,2025-03-06,361,26,36,351,244
ITEM-0065,Product 65,Chemicals,A,2025-03-07,299,1,4,296,244
ITEM-0065,Product 65,Chemicals,A,2025-03-08,252,16,2,266,244
ITEM-0065,Product 65,Chemicals,A,2025-03-09,275,23,23,275,244
ITEM-0065,Product 65,Chemicals,A,2025-03-10,344,6,44,306,244
ITEM-0065,Product 65,Chemicals,A,2025-03-11,302,14,2,314,244
ITEM-0065,Product 65,Chemicals,A,2025-03-12,391,9,28,372,244
ITEM-0065,Product 65,Chemicals,A,2025-03-13,245,6,22,229,244
ITEM-0065,Product 65,Chemicals,A,2025-03-14,350,19,36,333,244
ITEM-0065,Product 65,Chemicals,A,2025-03-15,355,19,3,371,244
ITEM-0065,Product 65,Chemicals,A,2025-03-16,241,11,13,239,244
ITEM-0065,Product 65,Chemicals,A,2025-03-17,290,0,30,260,244
ITEM-0065,Product 65,Chemicals,A,2025-03-18,329,27,38,318,244
ITEM-0065,Product 65,Chemicals,A,2025-03-19,302,8,31,279,244
ITEM-0065,Product 65,Chemicals,A,2025-03-20,369,16,30,355,244
ITEM-0065,Product 65,Chemicals,A,2025-03-21,330,12,22,320,244
ITEM-0065,Product 65,Chemicals,A,2025-03-22,268,15,9,274,244
ITEM-0065,Product 65,Chemicals,A,2025-03-23,347,10,47,310,244
ITEM-0065,Product 65,Chemicals,A,2025-03-24,329,27,2,354,244
ITEM-0065,Product 65,Chemicals,A,2025-03-25,382,27,14,395,244
ITEM-0065,Product 65,Chemicals,A,2025-03-26,255,16,44,227,244
ITEM-0065,Product 65,Chemicals,A,2025-03-27,284,5,27,262,244
ITEM-0065,Product 65,Chemicals,A,2025-03-28,226,14,16,224,244
ITEM-0065,Product 65,Chemicals,A,2025-03-29,249,14,27,236,244
ITEM-0065,Product 65,Chemicals,A,2025-03-30,330,23,10,343,244
ITEM-0065,Product 65,Chemicals,A,2025-03-31,308,2,3,307,244
ITEM-0065,Product 65,Chemicals,A,2025-04-01,265,9,26,248,244
ITEM-0065,Product 65,Chemicals,A,2025-04-02,386,28,19,395,244
ITEM-0065,Product 65,Chemicals,A,2025-04-03,266,22,28,260,244
ITEM-0065,Product 65,Chemicals,A,2025-04-04,391,15,20,386,244
ITEM-0065,Product 65,Chemicals,A,2025-04-05,384,8,9,383,244
ITEM-0065,Product 65,Chemicals,A,2025-04-06,289,28,29,288,244
ITEM-0065,Product 65,Chemicals,A,2025-04-07,264,17,32,249,244
ITEM-0065,Product 65,Chemicals,A,2025-04-08,291,20,21,290,244
ITEM-0065,Product 65,Chemicals,A,2025-04-09,342,10,48,304,244
ITEM-0065,Product 65,Chemicals,A,2025-04-10,329,3,14,318,244
ITEM-0065,Product 65,Chemicals,A,2025-04-11,260,25,21,264,244
ITEM-0065,Product 65,Chemicals,A,2025-04-12,387,25,32,380,244
ITEM-0065,Product 65,Chemicals,A,2025-04-13,380,10,22,368,244
ITEM-0065,Product 65,Chemicals,A,2025-04-14,215,5,1,219,244
ITEM-0065,Product 65,Chemicals,A,2025-04-15,370,27,45,352,244
ITEM-0065,Product 65,Chemicals,A,2025-04-16,280,6,38,248,244
ITEM-0065,Product 65,Chemicals,A,2025-04-17,377,22,28,371,244
ITEM-0065,Product 65,Chemicals,A,2025-04-18,378,25,48,355,244
ITEM-0065,Product 65,Chemicals,A,2025-04-19,258,15,15,258,244
ITEM-0065,Product 65,Chemicals,A,2025-04-20,244,17,33,228,244
ITEM-0065,Product 65,Chemicals,A,2025-04-21,335,10,39,306,244
ITEM-0065,Product 65,Chemicals,A,2025-04-22,228,16,47,197,244
ITEM-0065,Product 65,Chemicals,A,2025-04-23,385,19,9,395,244
ITEM-0065,Product 65,Chemicals,A,2025-04-24,283,12,7,288,244
ITEM-0065,Product 65,Chemicals,A,2025-04-25,247,18,31,234,244
ITEM-0065,Product 65,Chemicals,A,2025-04-26,217,17,43,191,244
ITEM-0065,Product 65,Chemicals,A,2025-04-27,380,23,19,384,244
ITEM-0065,Product 65,Chemicals,A,2025-04-28,268,24,25,267,244
ITEM-0065,Product 65,Chemicals,A,2025-04-29,249,9,6,252,244
ITEM-0065,Product 65,Chemicals,A,2025-04-30,225,19,0,244,244
ITEM-0066,Product 66,Raw Materials,C,2025-02-01,351,15,24,342,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-02,306,3,18,291,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-03,179,16,25,170,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-04,276,8,38,246,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-05,218,15,13,220,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-06,228,14,8,234,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-07,210,20,49,181,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-08,257,14,7,264,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-09,322,18,40,300,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-10,231,21,30,222,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-11,179,10,3,186,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-12,266,2,41,227,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-13,302,22,43,281,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-14,188,20,46,162,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-15,347,6,30,323,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-16,212,29,2,239,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-17,208,17,28,197,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-18,225,2,13,214,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-19,329,25,29,325,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-20,308,4,38,274,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-21,336,14,49,301,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-22,300,28,13,315,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-23,209,23,26,206,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-24,341,20,28,333,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-25,282,7,21,268,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-26,188,4,48,144,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-27,289,10,3,296,204
ITEM-0066,Product 66,Raw Materials,C,2025-02-28,319,16,41,294,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-01,203,5,14,194,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-02,189,7,46,150,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-03,280,26,33,273,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-04,186,26,35,177,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-05,246,18,4,260,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-06,259,2,30,231,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-07,203,2,20,185,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-08,307,9,27,289,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-09,333,21,34,320,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-10,340,17,29,328,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-11,332,7,22,317,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-12,334,3,24,313,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-13,325,25,30,320,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-14,340,12,45,307,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-15,311,17,22,306,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-16,205,3,32,176,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-17,329,15,15,329,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-18,191,9,7,193,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-19,248,0,5,243,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-20,298,24,11,311,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-21,211,12,27,196,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-22,254,7,0,261,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-23,291,23,39,275,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-24,247,6,46,207,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-25,276,3,9,270,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-26,287,18,9,296,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-27,346,15,14,347,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-28,303,3,28,278,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-29,223,16,28,211,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-30,183,20,26,177,204
ITEM-0066,Product 66,Raw Materials,C,2025-03-31,316,20,43,293,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-01,233,13,40,206,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-02,218,5,25,198,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-03,224,19,35,208,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-04,224,28,2,250,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-05,187,12,48,151,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-06,174,15,16,173,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-07,351,13,33,331,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-08,254,1,2,253,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-09,213,28,24,217,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-10,335,8,25,318,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-11,267,20,19,268,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-12,198,25,37,186,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-13,345,8,24,329,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-14,276,25,43,258,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-15,230,15,36,209,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-16,210,23,11,222,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-17,199,8,19,188,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-18,276,18,28,266,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-19,321,10,22,309,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-20,200,20,29,191,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-21,217,16,34,199,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-22,323,22,9,336,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-23,316,1,29,288,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-24,314,17,3,328,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-25,229,0,22,207,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-26,271,3,33,241,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-27,318,13,27,304,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-28,335,10,47,298,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-29,270,1,1,270,204
ITEM-0066,Product 66,Raw Materials,C,2025-04-30,290,4,28,266,204
ITEM-0067,Product 67,Chemicals,C,2025-02-01,137,2,27,112,142
ITEM-0067,Product 67,Chemicals,C,2025-02-02,195,19,9,205,142
ITEM-0067,Product 67,Chemicals,C,2025-02-03,129,26,26,129,142
ITEM-0067,Product 67,Chemicals,C,2025-02-04,217,5,0,222,142
ITEM-0067,Product 67,Chemicals,C,2025-02-05,122,6,33,95,142
ITEM-0067,Product 67,Chemicals,C,2025-02-06,129,18,20,127,142
ITEM-0067,Product 67,Chemicals,C,2025-02-07,115,17,12,120,142
ITEM-0067,Product 67,Chemicals,C,2025-02-08,227,24,28,223,142
ITEM-0067,Product 67,Chemicals,C,2025-02-09,188,27,26,189,142
ITEM-0067,Product 67,Chemicals,C,2025-02-10,160,5,0,165,142
ITEM-0067,Product 67,Chemicals,C,2025-02-11,194,7,0,201,142
ITEM-0067,Product 67,Chemicals,C,2025-02-12,192,21,20,193,142
ITEM-0067,Product 67,Chemicals,C,2025-02-13,126,6,49,83,142
ITEM-0067,Product 67,Chemicals,C,2025-02-14,159,16,38,137,142
ITEM-0067,Product 67,Chemicals,C,2025-02-15,219,3,44,178,142
ITEM-0067,Product 67,Chemicals,C,2025-02-16,208,8,6,210,142
ITEM-0067,Product 67,Chemicals,C,2025-02-17,191,21,17,195,142
ITEM-0067,Product 67,Chemicals,C,2025-02-18,238,5,46,197,142
ITEM-0067,Product 67,Chemicals,C,2025-02-19,177,3,8,172,142
ITEM-0067,Product 67,Chemicals,C,2025-02-20,220,21,22,219,142
ITEM-0067,Product 67,Chemicals,C,2025-02-21,218,10,44,184,142
ITEM-0067,Product 67,Chemicals,C,2025-02-22,162,6,7,161,142
ITEM-0067,Product 67,Chemicals,C,2025-02-23,264,2,15,251,142
ITEM-0067,Product 67,Chemicals,C,2025-02-24,256,27,17,266,142
ITEM-0067,Product 67,Chemicals,C,2025-02-25,266,27,14,279,142
ITEM-0067,Product 67,Chemicals,C,2025-02-26,192,4,42,154,142
ITEM-0067,Product 67,Chemicals,C,2025-02-27,191,9,14,186,142
ITEM-0067,Product 67,Chemicals,C,2025-02-28,145,18,47,116,142
ITEM-0067,Product 67,Chemicals,C,2025-03-01,247,9,46,210,142
ITEM-0067,Product 67,Chemicals,C,2025-03-02,116,20,47,89,142
ITEM-0067,Product 67,Chemicals,C,2025-03-03,265,11,21,255,142
ITEM-0067,Product 67,Chemicals,C,2025-03-04,134,8,12,130,142
ITEM-0067,Product 67,Chemicals,C,2025-03-05,131,11,27,115,142
ITEM-0067,Product 67,Chemicals,C,2025-03-06,263,0,43,220,142
ITEM-0067,Product 67,Chemicals,C,2025-03-07,259,29,47,241,142
ITEM-0067,Product 67,Chemicals,C,2025-03-08,219,12,8,223,142
ITEM-0067,Product 67,Chemicals,C,2025-03-09,256,13,35,234,142
ITEM-0067,Product 67,Chemicals,C,2025-03-10,130,26,6,150,142
ITEM-0067,Product 67,Chemicals,C,2025-03-11,208,14,43,179,142
ITEM-0067,Product 67,Chemicals,C,2025-03-12,122,1,41,82,142
ITEM-0067,Product 67,Chemicals,C,2025-03-13,236,16,3,249,142
ITEM-0067,Product 67,Chemicals,C,2025-03-14,205,22,39,188,142
ITEM-0067,Product 67,Chemicals,C,2025-03-15,285,28,23,290,142
ITEM-0067,Product 67,Chemicals,C,2025-03-16,115,28,37,106,142
ITEM-0067,Product 67,Chemicals,C,2025-03-17,130,28,26,132,142
ITEM-0067,Product 67,Chemicals,C,2025-03-18,274,26,5,295,142
ITEM-0067,Product 67,Chemicals,C,2025-03-19,134,13,38,109,142
ITEM-0067,Product 67,Chemicals,C,2025-03-20,283,19,47,255,142
ITEM-0067,Product 67,Chemicals,C,2025-03-21,119,12,1,130,142
ITEM-0067,Product 67,Chemicals,C,2025-03-22,279,19,20,278,142
ITEM-0067,Product 67,Chemicals,C,2025-03-23,287,28,35,280,142
ITEM-0067,Product 67,Chemicals,C,2025-03-24,223,26,37,212,142
ITEM-0067,Product 67,Chemicals,C,2025-03-25,147,22,47,122,142
ITEM-0067,Product 67,Chemicals,C,2025-03-26,196,4,12,188,142
ITEM-0067,Product 67,Chemicals,C,2025-03-27,158,7,25,140,142
ITEM-0067,Product 67,Chemicals,C,2025-03-28,133,22,38,117,142
ITEM-0067,Product 67,Chemicals,C,2025-03-29,169,17,29,157,142
ITEM-0067,Product 67,Chemicals,C,2025-03-30,217,13,17,213,142
ITEM-0067,Product 67,Chemicals,C,2025-03-31,185,29,38,176,142
ITEM-0067,Product 67,Chemicals,C,2025-04-01,265,6,6,265,142
ITEM-0067,Product 67,Chemicals,C,2025-04-02,176,17,45,148,142
ITEM-0067,Product 67,Chemicals,C,2025-04-03,252,7,24,235,142
ITEM-0067,Product 67,Chemicals,C,2025-04-04,119,16,9,126,142
ITEM-0067,Product 67,Chemicals,C,2025-04-05,213,14,14,213,142
ITEM-0067,Product 67,Chemicals,C,2025-04-06,232,7,47,192,142
ITEM-0067,Product 67,Chemicals,C,2025-04-07,195,2,14,183,142
ITEM-0067,Product 67,Chemicals,C,2025-04-08,245,24,29,240,142
ITEM-0067,Product 67,Chemicals,C,2025-04-09,174,15,7,182,142
ITEM-0067,Product 67,Chemicals,C,2025-04-10,222,12,31,203,142
ITEM-0067,Product 67,Chemicals,C,2025-04-11,233,17,14,236,142
ITEM-0067,Product 67,Chemicals,C,2025-04-12,124,7,23,108,142
ITEM-0067,Product 67,Chemicals,C,2025-04-13,125,10,27,108,142
ITEM-0067,Product 67,Chemicals,C,2025-04-14,181,28,24,185,142
ITEM-0067,Product 67,Chemicals,C,2025-04-15,112,1,24,89,142
ITEM-0067,Product 67,Chemicals,C,2025-04-16,237,12,31,218,142
ITEM-0067,Product 67,Chemicals,C,2025-04-17,272,23,31,264,142
ITEM-0067,Product 67,Chemicals,C,2025-04-18,263,3,26,240,142
ITEM-0067,Product 67,Chemicals,C,2025-04-19,134,1,28,107,142
ITEM-0067,Product 67,Chemicals,C,2025-04-20,260,25,29,256,142
ITEM-0067,Product 67,Chemicals,C,2025-04-21,259,2,15,246,142
ITEM-0067,Product 67,Chemicals,C,2025-04-22,288,25,36,277,142
ITEM-0067,Product 67,Chemicals,C,2025-04-23,283,22,24,281,142
ITEM-0067,Product 67,Chemicals,C,2025-04-24,240,14,32,222,142
ITEM-0067,Product 67,Chemicals,C,2025-04-25,239,1,16,224,142
ITEM-0067,Product 67,Chemicals,C,2025-04-26,291,11,40,262,142
ITEM-0067,Product 67,Chemicals,C,2025-04-27,115,3,12,106,142
ITEM-0067,Product 67,Chemicals,C,2025-04-28,246,26,45,227,142
ITEM-0067,Product 67,Chemicals,C,2025-04-29,120,0,22,98,142
ITEM-0067,Product 67,Chemicals,C,2025-04-30,144,3,19,128,142
ITEM-0068,Product 68,Chemicals,C,2025-02-01,243,1,41,203,209
ITEM-0068,Product 68,Chemicals,C,2025-02-02,263,14,23,254,209
ITEM-0068,Product 68,Chemicals,C,2025-02-03,331,16,8,339,209
ITEM-0068,Product 68,Chemicals,C,2025-02-04,327,2,12,317,209
ITEM-0068,Product 68,Chemicals,C,2025-02-05,182,27,42,167,209
ITEM-0068,Product 68,Chemicals,C,2025-02-06,185,10,25,170,209
ITEM-0068,Product 68,Chemicals,C,2025-02-07,202,9,42,169,209
ITEM-0068,Product 68,Chemicals,C,2025-02-08,191,9,43,157,209
ITEM-0068,Product 68,Chemicals,C,2025-02-09,217,18,18,217,209
ITEM-0068,Product 68,Chemicals,C,2025-02-10,197,19,11,205,209
ITEM-0068,Product 68,Chemicals,C,2025-02-11,353,23,36,340,209
ITEM-0068,Product 68,Chemicals,C,2025-02-12,336,11,45,302,209
ITEM-0068,Product 68,Chemicals,C,2025-02-13,327,27,10,344,209
ITEM-0068,Product 68,Chemicals,C,2025-02-14,226,11,17,220,209
ITEM-0068,Product 68,Chemicals,C,2025-02-15,226,22,11,237,209
ITEM-0068,Product 68,Chemicals,C,2025-02-16,212,22,37,197,209
ITEM-0068,Product 68,Chemicals,C,2025-02-17,203,29,3,229,209
ITEM-0068,Product 68,Chemicals,C,2025-02-18,319,16,41,294,209
ITEM-0068,Product 68,Chemicals,C,2025-02-19,256,7,46,217,209
ITEM-0068,Product 68,Chemicals,C,2025-02-20,233,17,23,227,209
ITEM-0068,Product 68,Chemicals,C,2025-02-21,213,16,24,205,209
ITEM-0068,Product 68,Chemicals,C,2025-02-22,338,6,23,321,209
ITEM-0068,Product 68,Chemicals,C,2025-02-23,191,15,26,180,209
ITEM-0068,Product 68,Chemicals,C,2025-02-24,247,25,35,237,209
ITEM-0068,Product 68,Chemicals,C,2025-02-25,220,9,44,185,209
ITEM-0068,Product 68,Chemicals,C,2025-02-26,288,21,25,284,209
ITEM-0068,Product 68,Chemicals,C,2025-02-27,254,26,31,249,209
ITEM-0068,Product 68,Chemicals,C,2025-02-28,303,6,19,290,209
ITEM-0068,Product 68,Chemicals,C,2025-03-01,283,26,39,270,209
ITEM-0068,Product 68,Chemicals,C,2025-03-02,192,7,43,156,209
ITEM-0068,Product 68,Chemicals,C,2025-03-03,295,17,21,291,209
ITEM-0068,Product 68,Chemicals,C,2025-03-04,226,10,28,208,209
ITEM-0068,Product 68,Chemicals,C,2025-03-05,322,2,45,279,209
ITEM-0068,Product 68,Chemicals,C,2025-03-06,231,2,33,200,209
